id,username,followers,friends,statuses,favourites,lists,mentions,retweets,source
45589098,ppenzini,178493,1381,28768,325,2523,1,2,UberSocial for BlackBerry
21209087,alramirezUSA,176782,1408,6096,1,317,0,0,Twitter for Android
56413858,FoxBusiness,145088,241,49872,2,3539,15,47,Janetter
223604189,TeamToFollow,137062,82169,9476,4,377,0,12,GrabInbox
583721386,SimonTownshend,133868,13,525,1,4,0,0,web
31001654,HamzeiAnalytics,131440,87,90858,230,737,8,5,TweetDeck
35002876,BloombergTV,127401,436,25712,34,3786,59,128,HootSuite
169489285,SheffStation,127227,67,4555,50,192,0,0,web
21926876,netexecutive,126509,1078,788,0,18,0,1,Tweet Button
252629056,RiskRank,119521,12503,29053,480,99,0,0,web
23121787,contrariansmind,111933,46590,7303,139,312,1,0,Tweet Button
1909821,JoeMoreno,111905,860,12824,51,54,1,0,Twitter for Mac
1235699923,slaviken,108450,18,76,0,0,0,1,web
110535828,StockGoodies,108408,49206,50113,4,468,0,2,PennyStockTweets
121616124,ThomasMason,103278,18130,301,2,29,0,1,StockTwits Web
233100517,Dianca_DDC,103171,595,805,85,13,0,0,web
227117500,ChatterBoxStock,100126,10,14,0,337,0,0,web
316380944,DavidSolomonEPS,93022,345,1226,3,0,0,0,web
14180249,hpnews,91996,814,3985,4,3144,4,21,web
258852993,MissJonelyn,91474,190,12803,282,120,1,33,Twitter for iPhone
14940354,nycjim,88393,1181,47195,697,3151,0,0,TweetDeck
1621271,thomaspower,88239,89483,92752,2323,1239,0,0,Twitter for iPad
20910977,lucasofri,86250,564,28248,2,1387,0,0,web
40133681,CLIENTEIGHT,83167,594,4684,77,10,0,0,Photos on iOS
21021891,Chevron,83017,309,3935,2,1169,4,20,Sprinklr
35083723,MovimientoEPN,82163,41448,17295,12298,159,0,0,Twitter for iPhone
15679641,dallasnews,81154,539,17536,213,3041,0,4,HootSuite
408046151,WallStMagnate,80987,1963,265,0,6,0,0,web
72284492,myrollingstocks,80448,82000,20710,1,425,0,0,HootSuite
1049665664,swissequitynews,79058,105,169,2,0,0,2,HootSuite
14412844,thomsonreuters,78380,379,9525,53,2203,72,2,TweetDeck
208155240,MariaBartiromo,78117,155,912,5,1634,48,0,Tweet Button
6730222,hblodget,76807,439,22170,12,3206,50,25,TweetDeck
270430076,CJcomputersNC,74014,50098,27566,5866,193,0,0,web
100236595,FosterFamChiro,70722,47378,9170,103,99,0,0,web
20636215,LongShortTrader,70657,348,17584,996,230,5,10,TweetDeck
30763467,FaZeCBass,70369,221,14384,217,70,0,0,Twitter for iPhone
22072753,theovalich,69999,945,8930,14,45,0,0,web
1115096911,TAYsearch,69659,202,3349,3261,0,0,0,Twitter for Windows Phone
14539324,Computerworld,67387,2708,27254,34,4092,16,16,TweetDeck
546826102,PennyStockTexts,66239,900,1417,0,1,0,0,PennyStockTweets
26574283,CNBCnow,65597,144,9215,17,2475,2,32,TweetDeck
16955517,dealbook,63325,262,29986,713,2429,0,0,web
33115365,miltickit,61871,2569,7617,86,40,0,1,Twitter for BlackBerryå¨
366674874,FantasyDayTrade,60273,70,21666,1,62,0,0,web
17645842,theCWexperience,59755,7464,27926,70,48,0,2,Gremln
19225408,counternotions,59262,99,43249,130,966,2,12,YoruFukurou
19988458,DougKass,58905,1182,11812,15,1723,48,25,TweetDeck
18872084,BrightSideNews,58792,152,4468,20,55,0,8,bitly
18433619,buysellshort,58489,22,22804,27,263,0,0,TweetDeck
15281391,TheStreet,56979,571,99593,5,2203,101,13,HootSuite
18854457,CloudExpo,56696,200,38557,28,973,0,0,web
99033718,stockhaven,56623,58967,4454,4,454,1,1,web
22836731,MarketWatchPF,56243,6957,15423,6,1654,1,0,TweetDeck
15250661,newscomauHQ,55186,2492,50140,145,1316,1,7,twitterfeed
82962053,Bong8242CO,55180,60043,24536,491,163,0,0,web
34963344,InnoThinkGroup,54182,12883,19427,21,184,0,0,web
22330739,Benioff,53865,682,2350,7,1960,1,0,Twitter for iPhone
118187597,SmallCapGoodies,52991,53887,17890,9,339,0,0,PennyStockTweets
29748372,stockguy22,52617,527,45170,522,624,7,7,Twitter for iPad
76133,tim,52325,5833,17372,1177,1710,0,4,web
40533912,MSN_Money,52158,11273,7459,10,1108,1,2,Buffer
16311797,WSJwashington,51961,327,15363,5,2284,0,0,TweetDeck
16451932,MadMoneyOnCNBC,51829,142,7445,0,1188,18,0,web
461843511,PennyStkMobster,51583,1729,6646,0,5,0,0,PennyStockTweets
205789121,MONEY,50392,994,6577,1,1166,1,2,HootSuite
15827269,BradStone,50346,921,1001,15,1877,2,0,Twitter for Android
54827496,KateBloomfield,49801,13147,19021,1005,75,0,0,web
15559831,michael_duvall,49561,45325,13193,10,960,0,0,Twitter for iPhone
21273982,iamwallstreet,49111,395,15246,322,105,0,0,Twitter for iPhone
18724041,fkkplc,48952,571,16128,999,25,0,0,Tweetbot for Mac
35466620,theheraldsun,48617,36960,119679,3,746,0,1,twitterfeed
95881338,Greg_of_KMG,48509,286,9228,13,8,0,0,Twitter for iPhone
15246621,alphatrends,48400,153,16730,682,1402,7,8,StockTwits Web
119372054,beckyquickcnbc,47817,283,2925,32,1251,14,12,web
45241945,smartfootball,47643,529,27145,746,1747,0,1,Flipboard
86315276,chronic,45079,1724,44159,26047,1694,0,0,Twitter for Mac
16732770,cnbcfastmoney,44988,199,17371,23,1284,127,23,web
14276189,herbgreenberg,44718,397,13052,6,1250,24,7,StockTwits Web
22522178,ReformedBroker,44196,2284,53024,17941,1877,99,74,StockTwits Web
1159251,shervin,43900,3657,31154,7444,1663,1,0,Twitter for iPhone
22150874,JonChevreau,43827,21098,18667,163,1032,0,2,web
284049591,IlluminatiBeatz,43744,2709,16820,484,3,0,0,Twitter for iPhone
321029318,minutephysics,43744,71,3362,2,880,0,0,TweetDeck
14115408,optionmonster,43593,323,25420,10,1463,122,73,TweetDeck
14096763,TheStalwart,43326,1506,120618,100,2063,11,6,TweetDeck
16838276,philstockworld,43198,91,3659,4,55,1,0,SeekingAlpha.com
18858395,WSJMoneyBeat,43157,371,8568,0,1470,55,135,TweetDeck
111679943,McDonaldsCorp,43121,13730,14534,96,450,10,1,HootSuite
155383659,Mark_DAndrade,42727,66,708,20,0,0,0,Twitter for iPhone
42871498,LockheedMartin,42000,148,4077,1,1511,2,11,HootSuite
106297732,spirocks,41660,34510,25863,78,1011,0,0,PlumeåÊforåÊAndroid
202003,pkafka,41464,843,27508,1531,1792,9,1,web
826480826,smallbiz__coach,41291,2860,1649,0,14,0,0,web
201476288,Wise_Lips,40106,18472,9112,389,110,0,0,HootSuite
28029312,ffodivadd,39578,94,215,11,0,0,0,Flipboard
114782468,carlquintanilla,39345,1130,10001,6,923,65,133,TweetDeck
112824083,MackPhillips,39312,4534,8664,151,687,0,0,Twitter for iPhone
208098884,GrabbinLife,38198,17349,7013,195,84,0,0,HootSuite
21328656,IBDinvestors,37989,206,18836,2,1373,83,18,HootSuite
14292717,petenajarian,37418,319,17079,12,1005,53,0,web
49753604,ritholtz,37294,762,32007,1956,1734,16,16,Tweet Button
20088161,daily_finance,36899,8894,22337,17,1436,1,14,web
184620009,WallStreetRush,36563,36706,20932,4,130,0,0,PennyStockTweets
126968924,rahultyagihacks,36194,136,508,3,6,0,0,Twitter for Android
25709609,tomkeene,35410,4255,15945,66,1362,17,21,web
12716032,sonaliranade,35331,585,158654,5951,629,5,1,web
118243053,MadforPennies,35200,35604,18574,2,200,0,0,PennyStockTweets
81452652,WallStSurfers,35028,35663,20565,17,183,0,0,PennyStockTweets
404422077,SquawkCNBC,34914,140,3015,5,598,32,24,TweetDeck
15108530,ReutersUS,34692,16,37427,0,1644,0,0,TweetDeck
1010573670,EPGlimitless,34011,742,263,3,0,0,0,Twitter for iPhone
9235982,dailytelegraph,33880,1822,104044,11,1025,0,1,twitterfeed
227043000,CNBCeFinans,33810,186,23785,1,243,0,5,web
119466953,caroljsroth,33597,16356,17734,157,1339,3,4,TweetDeck
19050000,FinancialReview,33576,320,37883,3,770,0,5,TweetDeck
20449296,barronsonline,33403,84,1575,0,1396,8,49,Tweet Button
28984499,CadeArnel,33315,36161,5403,1,209,0,0,twitterfeed
21703120,HowellMarketing,33131,36434,72636,975,2397,0,1,Twitter for iPhone
110520327,asymco,32745,254,14401,37,1954,8,0,Tweetbot for iOS
140912249,davidfaber,32641,217,1465,4,776,12,10,TweetDeck
127244407,RedHotPennyPix,32634,36043,11551,2,155,0,0,PennyStockTweets
23059499,SeekingAlpha,32615,0,174647,0,1364,57,420,Seeking Alpha
35420682,awolamFX,32578,99,62437,340,46,0,0,web
19280653,charleskoh,32314,30255,12676,248,642,0,1,web
16887628,mattklewis,32020,249,55421,1,1603,0,2,web
17698956,moorehn,31920,3326,105720,117534,1911,3,6,web
782183802,Investometrica,31526,2411,474,26,5,0,0,web
76491067,Valentino_MyV,31485,174,47959,1,151,2,0,Twitter for iPhone
20742461,TimOBrien,31244,1021,10000,7,1869,0,0,Twitter for iPhone
69648081,TheSocialCMO,31142,33977,35246,336,2054,0,0,Twitter for BlackBerryå¨
70498392,OptionAlert,31105,2243,204,0,20,1,1,HootSuite
44060322,Benzinga,30885,792,42082,11,839,31,231,web
95459708,RulesBenitez,30744,30494,78702,876,69,0,0,TweetDeck
194669544,NoBagholders,30731,33889,16921,0,102,0,0,PennyStockTweets
15485461,abnormalreturns,30527,300,8635,13,1482,20,22,StockTwits Web
17741758,UFO4U,30454,30458,233516,4372,657,0,0,twitterfeed
78345079,vidyo,30385,256,1565,80,179,0,0,web
774675,stevegarfield,30349,23928,77984,268,2451,1,0,Twitter for iPhone
254577035,RalfKaiser,30284,3245,3740,1,26,1,0,HootSuite
36359651,TFNN,29929,1797,547,5,284,0,2,web
116332298,invertirmejor,29758,49,4123,5,436,0,0,web
19236410,MegaloMani,29581,24692,8102,410,99,0,0,HootSuite
39264827,GuyAdami,29463,134,13778,43,816,37,5,web
131276801,wwwmoneynet,29419,5051,94,6,23,0,2,web
23449774,conocophillips,29384,118,2289,7,633,1,0,TweetDeck
20457806,JNJNews,29257,2144,3407,18,1035,18,66,HootSuite
42727555,coopinvest,29190,33507,32711,49,68,0,0,twitterfeed
392156736,MonstaFOLLOW,29035,5106,5065,9,9,0,0,HootSuite
102094857,adamfeuerstein,28966,207,22079,70,770,22,35,TweetDeck
36195017,BloggersBlvd,28912,6821,1665,1,107,0,0,web
127249991,SizzlinStockPix,28883,29442,25043,7,181,0,0,PennyStockTweets
106498703,SquawkStreet,28697,394,6573,8,670,163,14,web
9831152,shivsingh,28530,14904,6972,11,2933,0,0,Twitter for iPhone
104952689,LaMonicaBuzz,28363,316,41762,4,700,39,41,StockTwits Web
30054059,normbond,28213,26239,42268,257,548,0,0,web
306016538,JasonRMaverick,28073,340,952,188,0,0,0,Twitter for iPhone
22946422,investorpoint,28046,27016,25973,1,124,1,46,web
16746076,clusterstock,28037,13,74766,0,1207,4,9,Business Insider
398042346,CandyDoor,27936,30504,291,0,41,0,1,TweetDeck
237150586,HotPennyGoodies,27898,30958,17346,0,101,0,0,PennyStockTweets
573918122,qz,27889,47,5610,323,1140,15,0,TweetDeck
19046875,spencerrascoff,27690,317,8900,171,432,0,1,Sprinklr
408877695,RealRsquared,27583,89,2563,48,0,0,0,Twitter for iPhone
195903246,iPhoneVeneno,27460,218,93320,186,471,0,0,Tweetbot for iOS
351779226,1prettymesha,27294,645,35574,26,238,0,0,Twitter for iPhone
59485000,ManicTrader,27250,29888,13861,8,152,0,0,PennyStockTweets
28445389,terranovajoe,27160,62,19155,7,840,27,42,Mobile Web (M2)
444788079,Finance_Wire,27150,16067,17564,0,59,0,9,web
28723984,TraderOfFutures,27136,26669,21859,8,246,2,1,web
263196990,InsiderEyes,26988,7710,6294,59,24,0,0,HootSuite
11247222,timothysykes,26554,6929,26417,0,1166,0,4,web
20097362,nbcbayarea,26540,1633,47951,152,1288,0,3,Twitter for iPhone
330827198,Money_Net,26479,9530,50,1,3,3,0,web
380379990,SmallCapUpdates,26392,25701,16364,0,75,0,25,web
963164952,Dante0x00,26365,29,13,0,0,0,0,web
21058345,ewolbrom,26354,357,5076,97,46,0,0,Twitter for iPhone
375699831,ExclusiveRecor1,26333,255,2527,0,5,0,0,Echofon
65448361,themoneygame,26229,7,53626,0,1160,0,11,Business Insider
201400755,OptionsPlayer23,26213,5648,11822,6,26,0,1,ADVFN News Alert
15934340,tonysphere,26197,140,4004,228,1038,0,0,Twitter for iPhone
398036427,SherillEwings,26130,26770,431,0,48,0,0,TweetDeck
20753736,playbigstocks,26119,26938,13856,86,121,0,0,Twitter for Android
196296812,Metalbanker,26106,26421,8282,140,176,0,0,bitly
235594065,OTCExplosion,26023,28717,17966,0,80,0,0,PennyStockTweets
16641718,mobilelifetoday,25964,9944,24469,0,194,0,0,SocialOomph
37663707,designindaba,25909,498,8991,2379,564,0,0,HootSuite
14173032,marketfolly,25696,587,6052,4,1027,1,8,StockTwits Web
16246929,danprimack,25477,1364,14929,2251,1134,0,8,TweetDeck
143949701,ReutersInsider,25344,5655,12827,141,943,43,179,web
374838563,DITRStocks,25240,220,1211,1,4,0,0,Investors Hub Post Tweeter
17473062,FactSet,25106,117,4643,1,421,0,0,HootSuite
231862607,OTCCrowdFunding,25079,27754,19677,0,98,0,0,PennyStockTweets
20707966,LizClaman,24990,165,8376,4,815,3,0,Twitter for iPhone
16004376,scottrade,24981,5453,7402,6,463,3,10,TweetDeck
398037810,LatoyiaCrupe,24958,27560,326,0,33,0,1,TweetDeck
28195764,WSJpolitics,24762,134,10592,2,1282,1,3,TweetDeck
44438256,matthewherper,24741,1360,19319,57,1226,16,8,web
297769932,truckingrich,24672,27050,3761,650,155,0,0,Twitter for Android
222177693,MandyCNBC,24669,351,4749,5,594,20,20,TweetDeck
15930061,HilzFuld,24406,6385,118520,117,1867,0,0,TweetDeck
31713008,YolieTheJew,24332,3440,158390,440,414,20,43,Twitter for iPhone
358404915,MuleMonkey1,24237,6449,5548,5,8,0,0,HootSuite
25277152,traddr,24234,11807,7739,3,96,0,0,TweetDeck
32674236,HedgehogTrader,24147,16850,14514,513,366,0,1,StockTwits Web
18378349,KeithMcCullough,23780,416,70943,5,935,117,85,TweetDeck
288074652,j_stops,23713,23135,41158,1,103,0,0,Investors Hub Post Tweeter
389634452,GoldStockNews,23658,24341,21492,1,73,0,20,web
398039968,AlainaTasson,23510,23129,330,0,20,1,0,TweetDeck
14250809,upsidetrader,23483,665,49322,6,1006,28,33,StockTwits Web
398041010,ClareTridenti,23405,23585,465,0,51,0,0,TweetDeck
14927543,PatrickMoorhead,23398,25012,12684,129,579,0,0,HootSuite
25163231,Convertbond,23222,6238,35668,518,807,14,45,Twitter for iPhone
511525987,thebarbecuemast,23218,22768,66870,15384,66,5,1,web
22063698,mhagens,23118,123,444,2,4,1,0,Twitter for Mac
15897179,BreakoutStocks,22993,11953,14372,7,709,0,0,TopBreakoutStocks
13299972,infoarbitrage,22986,236,13191,77,1340,0,0,Safari on iOS
104667619,CVecchioFX,22909,198,20511,15,553,1,3,TweetDeck
398040664,VetaGuilbeaux,22824,25812,338,0,26,0,0,TweetDeck
21323251,illinoispolicy,22687,21239,10895,357,583,0,2,TweetDeck
21095472,DJFolk,22536,397,27748,1590,497,0,2,Tweetlogix
398038534,OrphaToh,22398,22030,313,0,14,0,0,TweetDeck
84402174,Street_Insider,22351,534,21521,3,918,35,36,StockTwits Web
18573153,danvk,22313,1509,1995,24,20,0,0,iOS
384516232,Insider_Trades,22182,21798,15383,0,59,0,34,web
21778391,CNBCClosingBell,22058,10,2349,5,636,34,21,TweetDeck
398039721,AlexBevard,21997,25088,319,0,30,0,0,TweetDeck
23831851,edponsi,21925,302,4125,319,102,0,0,web
28571999,bespokeinvest,21850,219,8736,6,930,2,43,web
184627299,HotPennysChat,21820,23652,18387,0,86,0,0,PennyStockTweets
98464322,marketHEIST,21735,103,1015,0,29,0,0,TweetDeck
407757201,_RonBurgundy,21645,150,6681,247,33,0,0,Twitter for iPhone
16969038,chrisbeanie1,21283,9673,13574,3,162,4,1,web
18498217,arohan,21194,13242,6111,15,223,0,0,Buffer
906620078,iSheeple1,21167,22423,15243,5155,204,0,0,web
22017602,shibanijoshi,21033,706,8030,9,871,3,1,Twitter for iPhone
276013851,StockGoodiesMrC,20939,21413,10887,0,78,0,0,Tweet Button
243318995,russian_market,20903,124,39268,69,466,0,0,TweetDeck
302128211,SC_Resource,20866,22767,532,1,154,0,2,web
12354832,kasie,20843,1010,7853,2,939,0,0,TweetDeck
348345136,chrisadamsmkts,20831,293,18134,3,897,2,1,web
17826999,globeinvestor,20774,504,47466,1,616,0,1,HootSuite
554793838,DANE5TAR,20746,897,2040,3,4,0,0,web
17094323,MyFoxHouston,20676,5140,41870,497,696,0,0,Twitter for iPhone
245894769,LuvBuckets,20656,15263,5197,20,31,0,0,HootSuite
16017996,Raytheon,20610,1909,5706,285,799,0,1,HootSuite
12199652,edbott,20323,1126,52206,278,1476,1,29,Tweet Button
65450350,tbi_warroom,20317,11,11548,0,898,0,1,Business Insider
385001107,FollowHolla,20272,6251,5692,4,12,0,0,HootSuite
15227849,semil,20146,343,44060,7291,464,1,0,web
9420322,MaRSDD,20131,3617,21189,54,1081,0,0,HootSuite
230459023,MrAndreRabie,20108,29974,4902,1125,93,0,0,TweetDeck
18794068,DJThistle,20085,19321,47988,25,425,0,1,twitterfeed
963121,cape,20076,2938,4885,571,644,0,1,Twitter for iPhone
36309263,50Pips,20037,53,102217,5,888,1,1,TweetDeck
110798856,ChristopherRenz,19812,881,19023,23,87,0,0,web
24556638,rafagaray,19708,203,38459,26,228,0,0,Twitter for iPhone
847663772,dailytop5deals,19707,3633,17654,15,3,0,0,shareaholic
379962842,billpostmus,19612,21567,36640,2112,144,0,0,Twitter for BlackBerryå¨
25807291,MarcusSpillane,19427,421,1565,7,9,0,0,Tweetbot for iOS
944535428,hamza_najih,19422,431,116,6,0,0,0,web
312412680,AmericanEtrader,19388,19747,3777,30,69,9,3,web
402317468,OilEnergy,19372,19008,17807,0,81,0,27,web
148996914,Abmuku,19295,5648,13577,0,307,0,0,HootSuite
333612182,Power_of_RT,19263,20741,190950,6,256,0,0,PowerReTweeter
7433772,emilysteel,19255,1723,2715,10,1034,0,0,TweetDeck
397276125,EarningsReports,19190,18857,18091,0,74,0,21,web
138182116,trish_regan,19160,403,1842,3,512,4,3,web
3512101,niubi,19000,1113,76201,56,1233,0,7,Twitter for Mac
177959094,dpsmarts,18993,17783,5744,333,91,0,0,HootSuite
114002312,AlexAndrei,18930,67,9023,0,160,0,0,HootSuite
29515247,MelissaAFrancis,18920,127,1116,186,518,5,0,web
39853973,timseymour,18843,192,5824,3,618,9,1,web
33186808,JonathanHoenig,18584,6696,5387,11052,823,6,6,Twitter for iPhone
17780244,TraderFlorida,18555,9,52902,1,880,13,23,StockTwits Web
24054721,DuPont_News,18407,193,12459,3,623,2,28,Sprinklr
1735241,richi,18216,16413,19172,13135,562,34,15,Tweet Button
10433782,mercnews,18188,1123,81184,20,1248,1,1,web
36217004,LetsStartUp,18139,18270,12905,4,454,0,0,web
21342612,David_Stendahl,18065,3839,25296,6,535,0,0,web
455735272,SicranoCitou,17782,1667,31066,217,6,0,1,web
12423202,Grazen,17592,763,11423,34,21,0,0,HootSuite
227070376,BobPisani,17550,117,3347,1,405,7,18,web
25316567,FX360,17525,733,7242,4,586,0,0,HootSuite
26223938,BergenCapital,17521,1176,6459,27,582,2,6,txt
19891705,TodayTrader,17405,162,17122,4,612,0,0,TweetDeck
11340512,MacObserver,17321,969,18258,2,1401,1,10,Mac Observer
43458247,joshcoughran,17199,1168,927,6,3,0,0,Twitter for iPhone
18294197,FierceBiotech,17197,467,10922,1,799,3,15,web
127666792,Social_Freedom_,17169,13867,15210,5,411,0,0,web
30818980,chartly,17095,30,12953,1,722,0,7,StockTwits Web
24150300,saxobank,16941,536,3946,186,950,0,0,HootSuite
214045895,Beate_seopro,16894,51,8894,0,1,0,0,twitterfeed
289556231,KeeneOnMarket,16875,2777,25550,38,472,52,12,web
17991579,TradersLog,16868,9514,14993,61,503,0,1,web
23186421,VaughnOkumura,16863,20,7860,13,16,0,0,web
16259934,TraderPlanet,16860,17231,14197,256,249,7,2,StockTwits Web
26755480,AmerBanker,16857,355,17017,34,641,2,7,web
27216496,StacyZapar,16710,8784,11649,1884,1878,0,3,HootSuite
498166332,EliteDayTraders,16610,38,1643,0,4,0,0,web
89043072,jasonzweigwsj,16585,1032,3469,0,677,1,24,StockTwits Web
18294275,FiercePharma,16579,434,10518,4,734,1,18,TweetDeck
22563397,YahooAutos,16534,3168,1913,13,315,0,0,TweetDeck
34543618,Fanatic111689,16426,353,4374,54,2,2,0,web
17880354,tradefast,16402,499,38683,165,717,46,33,web
8215732,jordhy,16365,496,4710,514,109,0,0,web
110974198,BettyInTheLoop,16362,286,2577,0,508,11,1,HootSuite
26880763,celestichukumba,16357,3621,19299,0,326,0,0,HootSuite
30043148,kaylatausche,16332,1779,5324,2,481,2,3,TweetDeck
14944256,Kevmath,16331,2014,42773,601,681,0,0,TweetDeck
87500545,ConfidentInvest,16289,13648,3795,2,306,5,1,HootSuite
191250884,diana_olick,16253,298,3894,2,525,0,8,Twitter for iPhone
17790265,smbcapital,16231,194,7004,25,614,0,0,StockTwits Web
155952299,LaurenLyster,16225,247,9391,12,495,7,17,web
16722610,investools,15996,114,2064,2,124,0,5,web
17739035,jbrand1,15975,369,385,1,0,1,0,web
813527966,RickChrisos,15944,14660,5362,454,96,0,0,web
24443284,SullyCNBC,15860,641,7889,15,417,8,16,web
44985787,elevenpigs,15786,11390,163554,79,261,0,2,Twitter for iPhone
19246382,LSFinancial,15771,2143,3533,0,223,0,1,HootSuite
22341610,undervalued,15739,2071,7004,4,47,0,0,Facebook
12794362,Breakingviews,15731,372,7702,10,559,3,4,HootSuite
39995088,intersrchmedia,15690,1828,56774,1,379,0,0,HootSuite
55020919,FuturesMagazine,15656,1869,11921,1,543,0,4,Tweet Button
18208763,scotthensley,15628,1459,6589,2158,862,3,1,HootSuite
8431652,Shoq,15605,4112,279867,3993,1935,0,0,TweetDeck
39609732,JeffersonObama,15599,4316,176031,10048,912,0,0,Twitter for Android
13171622,pharmalot,15583,246,7967,2,960,0,19,web
259725229,ValaAfshar,15518,1650,107810,0,895,3,4,TweetDeck
14492528,fjv006,15417,962,4744,12,4,0,0,Twitter for BlackBerry
24710700,IBJnews,15359,2497,7682,1,586,0,1,HootSuite
9549942,nichcarlson,15301,1241,16910,2242,927,111,4,Business Insider
22684343,FierceWireless,15257,809,21041,8,873,1,11,TweetDeck
7896562,JF10,15193,4644,31057,309,285,0,0,Twitter for iPhone
42934099,tusfinanzas,15124,132,8264,1,491,0,0,TweetDeck
169001534,torycapital,15120,2263,15837,0,320,0,1,HootSuite
19785281,LaurenYoung,14954,2066,34703,1606,584,0,0,Tweet Button
5849362,welles,14949,3621,22194,149,72,0,0,Twitter for iPad
509481081,Mind__Equity,14887,14703,12359,0,22,0,26,web
17513682,wallstCS,14866,675,61637,4,605,15,304,WSCSCustomApp
24266406,JBoorstin,14815,579,4273,59,607,2,6,web
52166809,traderstewie,14771,204,42030,26,761,25,20,TweetDeck
18223590,footnoted,14741,1201,6711,69,647,3,2,TweetDeck
8524892,ppearlman,14739,845,20337,1107,575,15,32,StockTwits Web
127782922,FOSSpatents,14726,1175,17092,10,642,2,5,TweetDeck
559830545,bregenzergroup,14655,105,34527,32,9,0,0,web
1045751,ahess247,14654,1339,6882,342,717,3,7,TweetDeck
1378,MParekh,14606,6441,9771,365,594,0,5,Tweet Button
14118292,rahulsood,14583,190,9935,72,401,5,0,Twitter for Android
65539287,JohnBolaris,14528,554,19028,66,202,0,0,Twitter for iPad
413391241,BI_Advertising,14505,12,5280,0,356,0,7,Business Insider
12413892,13News,14488,1231,40157,7,405,0,0,TweetDeck
61342056,OptionsHawk,14385,115,33176,12,687,31,64,TweetDeck
18658565,jamesacoxiii,14374,646,2256,27,30,1,5,TweetDeck
353737617,SallieKrawcheck,14358,400,971,1,385,3,0,Mobile Web (M5)
13014082,ebayinc,14283,1889,10002,1306,489,0,0,HootSuite
635580208,lucy5137,14277,3596,12446,288,11,0,0,web
455309376,Stephanie_Link,14265,132,5205,1,271,83,28,HootSuite
13535762,fxshaw,14239,254,6177,191,717,0,0,Twitter for Windows
26819104,jonfortt,14180,268,5857,107,585,84,39,Safari on iOS
15434432,WinObs,14174,841,139436,366,581,0,0,MetroTwit
91680671,thrifty_saver,14173,15422,11059,77,37,0,0,Investors Hub Post Tweeter
113211566,JUANDIAZYARACUY,14142,10535,18276,15,82,1,0,Twitter for BlackBerryå¨
330594743,ForeignStoner,14118,810,14194,27,1,0,1,Twitter for iPhone
28436760,Amgen,14100,0,702,0,630,0,1,HootSuite
24410456,JeffMacke,14092,277,7208,16,379,32,40,web
19739279,SunriseTrader,14083,358,25807,507,525,1,5,StockTwits Web
